ESPERANTO,ENGLISH,AFRIKÁANS,ALBANIAN,AZERBAIJANI,AZERI,BOSNIAN,CATALAN,CEBUANO,CZECH,CHICHEWA,CORSA,HAITIAN CREOLE,CROATIAN,DANISH,SLOVAK,SLOVENIAN,IRISH,ICELANDIC,SPANISH,ESTONIAN,BASQUE,FINNISH,FRENCH,FRIESIAN,SCOTTISH GAELIC,WELSH,GALICICIAN,HAUSA,HAWUAIAN,HMONG,HUNGARIAN,IGBO,INDONESIAN,ITALIAN,JAVANESE,KURDISH,LATIN,LATVIAN,LITHUANIAN,LUXEMBOURGISH,MALAY,MALAGASY,MALTESE,MAORI,DUTCH,NORWEGIAN,POLISH,PORTUGUESE,ROMANIAN,SAMOAN,SESOTHO,SHONA,SOMALI,SWAHILI,SWEDISH,SUNDANESE,TAGALOG,TURKISH,UZBEK,VIETNAMESE,XHOSA,YORUBA,ZULU,,,
sukero,sugar,suiker,sheqer,şəkər,şəkər,šećer,sucre,asukar,cukr,shuga,zuccaru,sik,šećer,sukker,cukor,sladkorja,siúcra,sykur,azúcar,suhkur,azukre,sokeri,sucre,sûker,siùcair,siwgr,azucre,sugar,kōpaʻa,qab zib,cukor,sugar,Gula,zucchero,gula,îekir,saccharo,cukurs,cukrus,Zocker,gula,siramamy,zokkor,te huka,suiker,sukker,cukier,açúcar,zahăr,suka,tsoekere,shuga,sonkorta,sukari,socker,gula,asukal,şeker,shakar,Đường,sugar,suga,ushukela,,,
Angla,English,Engels,anglisht,ingilis,ingilis,engleski,Anglès,Iningles,Angličtina,English,Inglese,angle,Engleski,engelsk,Angličtina,angleščina,Béarla,Enska,Inglés,Inglise,English,Englanti,Anglais,Ingelsk,Sasannach,Saesneg,Inglés,Turanci,Pelekania,English,angol,English,Inggris,inglese,Inggris,Îngilîzî,anglicus,Angļu,Anglų,Englesch,bahasa inggeris,anglisy,Ingliż,Ingarihi,Engels,Engelsk,język angielski,Inglês,Engleză,Igilisi,English,Chirungu,English,english,engelsk,Inggris,Ingles,ingilizce,Ingliz tili,Tiếng Anh,IsiNgesi,English,isiZulu,,,
pomo,apple,appel,mollë,alma,alma,jabuka,poma,apple,jablko,apulosi,mela,pòm,jabuka,æble,jablko,jabolko,úll,epli,manzana,õun,sagar,omena,Pomme,appel,ubhal,afal,mazá,apple,kii onohi,Kua,alma,apụl,apel,Mela,apple,sêv,malum,ābols,obuolys,Apple,epal,paoma,tuffieħ,aporo,appel,eple,jabłko,maçã,măr,apu,apole,apuro,tufaaxa,tofaa,äpple,apel,mansanas,elma,olma,táo,apile,Apu,i-apula,,,
juna,young,jong,i ri,gənc,gənc,mlad,jove,batan-on nga,Mladá,achinyamata,ghjovanu,jenn,mladi,ung,mladý,mladi,óg,ung,joven,noor,gazte,nuori,Jeune,jong,òga,ifanc,nova,matasa,opio,hluas,fiatal,-eto eto,muda,giovane,enom,ciwan,iuvenis,jauns,jaunas,jonk,muda,tanora,żgħażagħ,taitamariki,jong,ung,młody,jovem,tineri,talavou,mocha,diki,dhallinyarada,vijana,ung,ngora,bata,genç,yosh,trẻ,young,odo,abasha,,,
Sankta,San,San,San,San,San,san,Sant,San,San,San,San,San,San,San,san,San,San,San,San,San,San,San,San,San,San,san,San,San,San,San,San,San,San,San,San,San,San,San,san,San,San,San,san,San,San,San,San,San,San,San,San,San,San,San,San,San,San,San,San,San,San,San,San,,,
Mamulo,mammal,soogdier,gjitar,məməli,məməli,sisavac,mamífer,mammal,savec,nyama,mammal,mamifè,sisavac,pattedyr,cicavec,sesalec,mamach,spendýri,mamífero,imetaja,ugaztun,nisäkäs,mammifère,sûchdier,mamail,mamaliaid,mamífero,dabbobi masu shayarwa,ieaeiieoa?,plaub,emlős,anu ara,binatang menyusui,mammifero,mamalia,heywana şîrmêj,mammal,zīdītājs,žinduolis,Mamendéieren,mamalia,biby mampinono,mammiferu,kararehe whāngote,zoogdier,pattedyr,ssak,mamífero,mamifer,mamala,phoofolo e anyesang,mhuka,naasleey,mamalia,däggdjur,sasatoan nu nyusuan,hayop na nagpapasuso,memeli,sut emizuvchi,động vật có vú,ezanyisayo,mammal,esincelisayo,,,
longa,long,lank,gjatë,uzun,uzun,dugačak,llarg,dugay,dlouho,yaitali,longu,lontan,dugo,lang,dlho,dolga,fada,Langt,largo,pikk,luze,pitkä,longue,lang,a dh'fhaid,hir,longo,dogon,lōʻihi,ntev,hosszú,ogologo,panjang,lungo,dawa,dirêj,longus,ilgi,ilgai,laang,panjang,ela,twil,roa,lang,lang,długo,grandes,lung,umi,nako e telele,refu,dheer,muda mrefu,lång,panjang,mahaba,uzun,uzun,Dài,elide,gun,eside,,,
haro,hair,hare,qime,saç,saç,kosa,cabell,buhok,vlasy,tsitsi,capelli,tout cheve nan tèt,dlaka,hår,vlasy,lasje,gruaig,hár,pelo,juuksed,ilea,hiukset,cheveux,hier,falt,gwallt,pelo,gashi,lauoho,cov plaub hau,haj,ntutu,rambut,capelli,rambute,por,capillum,mati,plaukai,Hoer,rambut,dia singam-bolo,xagħar,makawe,haar-,hår,włosy,cabelo,păr,lauulu,moriri,bvudzi,timaha,nywele,hår,bulu,buhok,saç,Soch,tóc,uboya,irun,izinwele,,,
kolo,neck,nek,qafë,boyun,boyun,vrat,coll,liog,krk,khosi,collu,kou,vrat,nakke,krk,vratu,muineál,háls,cuello,kael,lepoan,niska,cou,nekke,amhaich,gwddf,pescozo,wuyansa,'ā'ī,caj dab,nyak,olu,leher,collo,gulu,hûstû,collum,kakls,kaklelis,Hals,leher,vozony,għonq,kaki,nek,nakke,szyja,pescoço,gât,ua,molala,mutsipa,luqunta,shingo,nacke,beuheung,leeg,boyun,bo'yin,cái cổ,entanyeni,ọrùn,entanyeni,,,
kalkano,heel,hak,thembër,daban,daban,peta,taló,tikod,pata,chidendene,passage,talon pye,potpetica,hæl,päta,peta,sÚil,hæll,tacón,kand,orpo,kantapää,talon,hakke,sàil,sawdl,talón,diddige,kuekue wawae,luj,sarok,ikiri ụkwụ,tumit,tacco,hak,kerkê pê,tenebitur planta illius,papēdis,kulnas,Skylla,tumit,ombelahin-tongony,għarqub,rekereke,hiel-,hæl,obcas,salto,toc,mulivae,serethe,chitsitsinho,ciribta,kisigino,häl,keuneung,takong,topuk,tovon,gót chân,isithende,igigirisẹ,isithende,,,
Kruco,Cross,Kwaad,Cross,Cross,Cross,Cross,Creu,krus,Přejít,Cross,Cross,Kwa,Križ,Kryds,kríž,Cross,Cross,Cross,Cruzar,Cross,Gurutze,Ylittää,Traverser,Krús,Crois,Cross,cruz,Cross,Keʻa,Cross,Kereszt,cross,Menyeberang,Attraversare,Cross,Xaç,crucis,Cross,Kirsti,Kräiz,Menyeberang,Cross,Jaqsam,Cross,Kruis,Kryss,Krzyż,Cruz,Cruce,Cross,Cross,Cross,Cross,Msalaba,Korsa,cross,Cross,Çapraz,Kesib o'tish,Vượt qua,Cross,Cross,Isiphambano,,,
plena,full,volle,i plotë,tam,tam,pun,complet,bug-os nga,plný,zonse,piena,plen,puni,fuld,plne,poln,iomlán,fullur,lleno,täielik,osoa,koko,plein,fol,làn,llawn,completo,full,piha,tag nrho,teljes,full,penuh,pieno,lengkap,tije,plenus,pilns,pilnas,voll,penuh,feno,sħiħ,tonu,vol,full,pełny,cheio,deplin,tumu,feletseng,azere,buuxa,full,full,pinuh,puno,tam,to'liq,đầy,ngokupheleleyo,kun,ngokugcwele,,,
Brako,arm,arm,krah,arm,arm,naoružati,el braç,armas sa,paže,mudzikonzere,vrazzu,bra,ruka,arm,paže,roka,lámh,armur,brazo,arm,beso,käsivarsi,bras,earm,gàirdean,braich,brazo,hannu,kahiko iho,arm,kar,ogwe aka,lengan,braccio,arm,pîl,armamini:,arm,ranka,Aarm,lengan,hiomana,driegħ,ea,arm,væpne,ramię,braço,braţ,faaauupegaina,Arm,ruoko,hubeeyo,mkono,ärm,panangan,braso,kol,Markaziy qo'l,cánh tay,ingalo,ihamọra,ingalo,,,
mondo,world,wêreld,botë,dünya,dünya,svijet,món,kalibutan,svět,dziko,mondu,mond,svijet,verden,svet,svet,domhan,heimurinn,mundo,maailm,mundu,maailman-,monde,wrâld,t-saoghail,byd,mundo,duniya,honua,ntiaj teb no,világ,ụwa,dunia,mondo,donya,dinya,orbis,pasaule,pasaulis,Welt,dunia,izao tontolo izao,dinja,ao,wereld,verden,świat,mundo,lume,lalolagi,lefatše,nyika,adduunka,dunia,värld,dunya,mundo,Dünya,dunyo,thế giới,umhlaba,aye,emhlabeni,,,
proksime,near,naby,pranë,yaxın,yaxın,blizu,a prop,duol sa,u,pafupi,vicinu,tou pre,blizu,nær ved,blízkosti,blizu,in aice leis,nálægt,cerca,lähedal,gertu,lähellä,près,tichtby,faisg air,ger,próximo,kusa da,ma kahi o,nyob ze,közel,nso,dekat,vicino,near,nêz,prope,netālu,netoli,bei,berhampiran,akaiky,qrib,e tata ana,in de buurt,nær,Blisko,perto,aproape,latalata,haufi le,pedo,dhow,karibu,nära,deukeut,malapit,yakın,yaqin,ở gần,eduze,nitosi,eduze,,,
Ĵeti,throw,gooi,hedh,atmaq,atmaq,baciti,llançar,paglabay,házet,kuponyera,graputi,voye jete,bacanje,kaste,hodiť,vrgel,caith,kasta,lanzar,viskama,bota,heittää,jeter,goaie,thilgeil,taflu,xogar,jefa,hoolei,muab pov,dobás,otutu,melemparkan,gettare,uncalan,avêtin,mittent,mest,mesti,geheien,membuang,manary,tarmi,maka,Gooi,kaste,rzucać,lançar,arunca,togi,lahlela,kukanda,Tuur,kutupa,kasta,maledog,magtapon,atmak,otish,phi,ulahle,jabọ,baphonse,,,
sendi,submit,Indien,paraqes,təqdim,təqdim,podnijeti,Presentar,magpasakop,Předložit,kugonjera,cunfirmate,soumèt,podnijeti,Indsend,Predložiť,predloži,a chur faoi bhráid,sendu,enviar,Esita,bidali,Lähetä,soumettre,submit,chur a-steach,cyflwyno,someter,mi,waiho i,xa,Beküldés,edo,Kirimkan,Invia,ngirim,nermijîn,submittere,Iesniegt,Pateikti,validéieren,hantar,manaiky,tissottometti,tuku,voorleggen,sende inn,Zatwierdź,enviar,Trimite,gauaʻi,romela,bvuma,soo gudbiyaan,kuwasilisha,Skicka in,patuh,ipasa,Sunmak,taqdim,Gửi đi,angenise,fi,uhambise,,,
Krii,shout,skree,britmë,bağırmaq,bağırmaq,uzvik,crit,singgit,křičet,mfuu,una,sèl rèl byen,vikati,råbe,kričať,shout,shout,óp,gritar,hüüe,oihu,huutaa,crier,roppe,iolaich,gweiddi,berro,tsãwa,hooho ana,lub suab nrov nrov,kiáltás,tie mkpu,berteriak,grido,bengok,qîrîn,clamor,kliegt,šaukti,gefaang,menjerit,Manaova feo fifaliana,shout,hamama,roepen,rope,krzyczeć,gritar,strigăt,alaga,mohoo,kwama,qaylo,kelele,skrika,ngagorowok,sigaw,bağırmak,baqirmoq qichqirmoq,kêu la,bamemeze,kigbe,Ukumemeza,,,
Batalo,battle,stryd,betejë,döyüş,döyüş,bitka,batalla,gubat,bitva,nkhondo,cummattimentu,batay,bitka,kamp,bitka,Bitka,cath,bardaga,batalla,lahing,borroka,taistelu,bataille,fjildslach,blàr,brwydr,batalla,yaƙin,ke kaua,sib ntaus sib tua,csata,agha,pertarungan,battaglia,perang,şer,proelium,cīņa,mūšis,Schluecht,pertempuran,ady,battalja,te whawhai,strijd,slag,bitwa,batalha,luptă,taua,ea ntoeng,kurwisana,dagaal,vita,slåss,perang,labanan,savaş,jang,trận đánh,impi,ogun,impi,,,
Edzo,husband,man,burri,ər,ər,muž,marit,bana,manžel,mwamuna,u maritu,mari,suprug,ægtemand,manžel,mož,fear céile,maðurinn,marido,abikaasa,senarra,aviomies,mari,man,fear-cèile,gwr,home,miji,kane,tus txiv,férj,di,Suami,marito,bojomu,mêr,vir,vīrs,vyras,Mann,suami,lehilahy,raġel,tane,man,mann,mąż,marido,soț,tane,monna,murume,ninkeeda,mume,Make,carogé,asawa,koca,er,người chồng,umyeni,ọkọ,umyeni,,,
prezidanto,president,president,president,prezident,prezident,predsjednik,president,presidente,prezident,pulezidenti,prisidenti,prezidan,predsjednik,præsident,prezident,predsednik,uachtarán,forseti,presidente,president,lehendakari,presidentti,Président,presidint,ceann-suidhe,lywydd,presidente,shugaba,peresidena,tus thawj tswj hwm,elnök,president,Presiden,Presidente,presiden,serok,praeses,prezidents,prezidentas,President,Presiden,filoha,president,peresideni,president,president,prezydent,Presidente,președinte,peresitene o le,mopresidente,mutungamiriri wenyika,Madaxweynaha,rais,president,presiden,presidente,Devlet Başkanı,Prezident,chủ tịch,umongameli,Aare,umongameli,,,
Menso,mind,gedagte,mendje,ağıl,ağıl,um,ment,hunahuna,mysl,malingaliro,cuntata,lide,um,sind,myseľ,um,aigne,hugur,mente,vaim,gogoan,mieli,esprit,geast,inntinn,meddwl,mente,hankali,"ka manao,",lub siab,ész,uche,pikiran,mente,pikiran,aqil,animo,prāts,protas,vergiessen,fikiran,an-tsaina,moħħ,hinengaro,geest,sinn,umysł,mente,minte,mafaufau,kelello,pfungwa,maanka,akili,sinne,pikiran,isip,zihin,fikr,lí trí,engqondweni,lokan,ingqondo,,,
herbo,grass,gras,bar,ot,ot,trava,herba,balili,tráva,udzu,erba,zèb,trava,græs,tráva,trava,féar,gras,césped,muru,belarra,ruoho,herbe,gers,feur,glaswellt,herba,ciyawa,ka mauu,nyom,fű,ahihia,rumput,erba,suket,gîha,herba,zāle,žolė,ausgerëtscht,rumput,ahitra,ħaxix,tarutaru,gras,gress,trawa,Relva,iarbă,mutia,joang bo,uswa,cawska,nyasi,gräs,jukut,damo,çimen,o't,cỏ,grass,koriko,utshani,,,
Sinjoro,Mr.,Mnr.,Zoti.,Cənab.,Cənab.,Gospodin.,Sr.,Mr.,Pan.,Bambo.,Mr.,Mesye.,G.,Hr.,Pán.,Gospod.,An tUasal.,Herra.,señor.,Härra.,Jauna.,Herra.,Monsieur.,Mr.,Mr.,Mr.,Señor.,Mr.,Mr.,Mr.,Úr.,Mr.,Pak.,Sig.,Mr.,Mr.,Dominus.,Kungs,Ponas.,Mr.,Encik.,Mr.,Mr,Mr.,Dhr.,MR.,Pan.,senhor.,Domnul.,Mr.,Monghali.,Mr.,Mudane.,Bwana.,Herr.,Bapa.,Ginoo.,Bay.,Janob.,Ông.,Mr.,Ogbeni,UMnu,,,
riĉa,rich,ryk,i pasur,zəngin,zəngin,bogat,ric,dato,bohatý,wachuma,ricca,moun rich,bogat,rig,bohatý,bogat,saibhir,ríkur,Rico,rikas,aberatsa,rikas,riches,ryk,saidhbhir,cyfoethog,rico,arziki,waiwai,nplua nuj,gazdag,ọgaranya,kaya,ricco,sugih,dewlemend,dives,bagāts,turtingas,räich,kaya,manan-karena,sinjuri,taonga,rijk,rik,bogaty,rico,bogat,maumea,"morui,",fuma,hodan,tajiri,rik,beunghar,mayaman,zengin,boy,giàu có,ukuceba,ọlọrọ,ocebile,,,
Dekstra,right,reg,e drejtë,sağ,sağ,u pravu,dret,tuo,že jo,chabwino,diritta,dwat,pravo,ret,správny,prav,ceart,réttur,Derecha,õige,eskuineko,oikea,droite,rjochts,deas,hawl,dereito,dama,akau,txoj cai,jobb,nri,Baik,giusto,tengen,rast,iustum,taisnība,teisė,riets,betul,marina,dritt,matau,Rechtsaf,Ikke sant,dobrze,certo,dreapta,tauagavale,le letona,rudyi,xaq u,haki,rätt,bener,karapatan,sağ,o'ng,đúng,kunene,ọtun,kwesokudla,,,
Aperi,to appear,om te verskyn,për të dalë,görünür,görünür,da se pojavi,a aparèixer,sa pagpakita sa,objevit se,kuonekera,a sunta,parèt,da se pojavi,vises,objaviť sa,da se pojavi,Is féidir le fáil,að birtast,a aparecer,ilmuma,agertzen,ilmestyä,apparaître,ferskine,a 'nochdadh,i ymddangos,aparecendo,don bayyana,e hele mai,tshwm,megjelenni,na-egosi,muncul,apparire,katon,xuya,apparere,parādīties,pasirodyti,ze gesinn,untuk hadir,miseho,li jidhru,ki te puta,verschijnen,annonse,pojawić się,aparecer,a aparea,e foliga mai,ho hlaha,kuoneka,in ay u muuqdaan,kuonekana,dyka upp,mun muncul,lumitaw,görünmek,paydo bo'lmoq,xuất hiện,ukuba avele,lati han,ukuvela,,,
Akuzi,to accuse,te beskuldig,të akuzojnë,ittiham etmək,ittiham etmək,optužiti,per acusar,sa pagsumbong batok,obvinit,kum'nenera,à accusallu,depoze plent sou do,optužiti,at anklage,obviniť,obtožiti,cúisigh,til saka,Acusar,süüdistada,to leporatzen,syyttää,accuser,te beskuldigjen,gus casaid,i gyhuddo,para acusar,to jĩfar,e hoopii aku ai i,mus liam,vádolni,ebubo,menuduh,accusare,nyalahké,ji bo tawanbarkirina,ut accusatis,apsūdzēt,kaltinti,fir Papp,menuduh,hiampangana,takkuża,ki te whakapa he,beschuldigen,Å anklage,oskarżać,para acusar,a acuza,ona latou tuuaʻi o,ho qosa,mhosva,si ay u ashtakeeyaan,kumshtaki,att anklaga,mun nuduh,upang akusahan,suçlamak,ayblashga,để buộc tội,ukuba icala,to ẹsùn,angimangalele,,,
Fama,famous,beroemde,i famshëm,məşhur,məşhur,poznat,famós,bantog nga,slavný,wotchuka,cèlibbri,pi popilè,poznat,berømt,preslávený,slavni,dlíodóirí,frægur,famoso,kuulus,ospetsua,kuuluisa,célèbre,ferneamd,ainmeil,enwog,famoso,shahara,kaulana,nto moo,híres,ama,terkenal,famoso,misuwur,nashatî,clarus,slavens,garsus,berühmte,terkenal,olo-malaza,famuż,rongonui,beroemd,berømt,sławny,famoso,celebru,taʻutaʻua,tummeng,yakakurumbira,caanka ah,maarufu,känd,kondang,bantog,tanınmış,mashhur,nổi danh,abadumile,famous,abadumile,,,
Avo,grandfather,oupa,gjysh,baba,baba,deda,avi,apohan nga lalaki,dědeček,agogo,babbone,granpapa,deda,bedstefar,dedko,dedek,seanathair,afi,abuelo,vanaisa,aitona,isoisä,grand-père,pake,seanair,taid,avó,kakan,kupunakāne,yawg,nagyapa,nna nna,kakek,nonno,mbah,bapîr,avus,vectēvs,senelis,Grousspapp,datuk,raibe,grandfather,koroua,opa,farfar,Dziadek,avô,bunic,tanē o le tinā,Ntate-moholo,sekuru,awoowe,babu,farfar,aki,lolo,Büyük baba,buva,ông nội,utatomkhulu,grandfather,umkhulu,,,
Hinda,Hindi,hindi,Hindi,hindi,hindi,hindi,hindi,Dili,hindština,Hindi,Hindi,hindi,hindski,Hindi,hindčina,hindi,Hiondúis,hindi,hindi,hindi,Hindi,hindi,hindi,Hindoestaansk,Indeach,hindi,hindi,Hindi,Hiniki,Hindi,hindi,Hindi,Hindi,hindi,Hindi,Hindî,Hibernica,hindu valoda,hindi,Hindi,Hindi,Hindi,Ħindi,Hindi,Hindi,hindi,hinduski,hindi,hindi,Hindi,Hindi,ChiHindi,Hindi,hindi,Hindi,Hindi,Hindi,Hintçe,Hindi,Tiếng Hin-ddi,Hindi,Hindi,Hindi,,,
Eŭropa,European,Europese,evropian,Avropa,Avropa,evropski,Europeu,European,evropský,European,European,Ewopeyen an,europska,europæisk,Európsky,Evropski,Eorpach,European,europeo,Euroopa,Europako,eurooppalainen,européen,Europeesk,Eòrpach,Ewropeaidd,europeo,Turai,Europa,European,európai,European,Eropa,europeo,European,ewropî,Europae,Eiropas,Europos,europäesch,Eropah,European,Ewropea,Pākehā,Europese,europeisk,europejski,europeu,european,papālagi,European,zvekuEurope,Yurub,Ulaya,europeisk,Eropa,taga-Europa,Avrupalı,Evropa,Châu Âu,European,oyinbo,European,,,
Salti,jump,spring,jump,tullanmaq,tullanmaq,skok,salt,jump,skok,kulumpha,A pling,so,skok,hoppe,jump,skok,léim,hoppa,saltar,hüpata,salto egin,hypätä,sauter,springe,Gearr leum,neidio,salto,Jump,Jump,dhia,ugrás,awụlikwa elu,melompat,saltare,Langsung,helperkîn,jump,lēkt,šokinėti,sprangen,melompat,Hanketo,jaqbżu,peke,springen,hoppe,skok,saltar,a sari,oso,ho qhoma,kusvetuka,bood,kuruka,hoppa,luncat,jump,atlama,sakramoq,nhảy,jump,fo,gxuma,,,
Aboni,subscribe,skryf,pajtohem,yazılmaq,yazılmaq,pretplatiti,subscriure,subscribe,předplatit,amamvera,abbunà,abònman,pretplatiti,abonnere,predplatiť,naročiti,liostáil,áskrifandi,suscribir,tellima,harpide,merkitä,souscrire,ynskriuwe,fo-sgrìobhadh,tanysgrifio,Subscrición,biyan kuɗi,kakau,sau npe yuav ua,Iratkozz fel,ịdenye aha,langganan,sottoscrivi,langganan,qeydkirin,subscribe,abonēt,Prenumeruoti,abonnéieren,melanggan,famandrihana,tabbona,ohauru,abonneren,abonnere,Subskrybuj,se inscrever,Abonati-va,lesitala,Subscribe,nokunyora magwaro,subscribe,kujiunga,prenumerera,ngalanggan,sumuskribi,abone ol,obuna,đăng ký,ubhalise,alabapin,ubhalise,,,
bileto,ticket,kaartjie,biletë,bilet,bilet,ulaznica,bitllet,ticket,lístek,tikiti,Biglietti,tikè,ulaznica,billet,vstupenka,vstopnica,ticéad,miða,boleto,pilet,txartela,lippu,billet,kaartsje,tiogaid,tocyn,billete,tikitin,balota,daim pib,jegy,tiketi,tiket,biglietto,tiket,qert,tessera,biļete,bilietas,Ticket,tiket,tapakila,biljett,tīkiti,ticket,billett,bilet,bilhete,bilet,tikite,tekete,tikiti,tigidh,tiketi,biljett,karcis,tiket,bilet,chipta,vé,itikiti,Tiketi,ithikithi,,,
Foje,sometimes,soms,ndonjehere,bəzən,bəzən,ponekad,de vegades,usahay,někdy,nthawizina,spissu,pafwa,ponekad,Sommetider,niekedy,včasih,uaireanta,stundum,a veces,mõnikord,batzuetan,joskus,parfois,somtiden,uaireannan,weithiau,ás veces,wani lokacin,kekahi manawa,tej zaum,néha,mgbe ụfọdụ,terkadang,a volte,kadhangkala,carna,numquam,dažreiz,kartais,heiansdo,kadang-kadang,indraindray,kultant,ētahi wā,soms,noen ganger,czasami,as vezes,uneori,o nisi taimi e,ka linako tse ling,dzimwe nguva,mararka qaar,mara nyingine,ibland,sakapeung,kung minsan,ara sıra,ba'zan,đôi khi,ngamaxesha athile,ma,ngezinye izikhathi,,,
Filo,son,seun,bir,oğul,oğul,sin,fill,ang anak nga lalake,syn,mwana,figliolu,pitit gason,sin,søn,syn,sin,mac,sonur,hijo,poeg,son,poika,fils,soan,Mac,mab,fillo,dan,keikikāne,tus tub,fiú,nwa,putra,figlio,putra,kur,filius,dēls,sūnus,Jong,anak lelaki,zanak'i,iben,tama,zoon,sønn,syn,filho,fiu,ataliʻi,mora,mwanakomana,ina,mwana,son,putera,anak,oğul,o'g'il,Con trai,unyana,ọmọ,indodana,,,
Ŝlosi,lock,slot,lock,bağlamaq,bağlamaq,lock,pany,pungpong sa buhok,zámek,loko,serratura,fèmen,zaključavanje,låse,lock,zaklepanje,glas,læsa,bloquear,lukk,blokeoa,Lukko,fermer à clé,slûs,ghlais,clo,botarlle o ferrollo,makullin,laka,xauv,zár,mkpọchi,mengunci,serratura,kunci,qesr,cincinno,slēdzene,spyna,gespaarten,kunci,hidin-trano,lock,raka,slot,låse,zamek,bloqueio,Lacăt,loka,notlelea,zvechizarira,quful,lock,låsa,konci,lock,kilit,qulf,Khóa,lock,titiipa,Ilokhi,,,
aĉeti,buy,buy,Blej,buy,buy,buy,comprar,buy,Koupit,ugule,comprare,achte,kupiti,købe,kúpiť,nakup,cheannach,kaupa,comprar,Osta,Erosi,ostaa,acheter,keapje,cheannachd,prynu,Buy,buy,Buy,muas,megvesz,Buy,membeli,acquistare,tuku,kirrîn,buy,nopirkt,Pirkti,kafen,beli,Buy,jixtru,utu,kopen,kjøpe,Kup,Comprar,Cumpără,faatau,"buy,",Zvitengerei,buy,kununua,köpa,Toko,bili,satın,buy,mua,thenga,ra,Thenga,,,
vojaĝi,travel,reis,Udhëtim,səyahət,səyahət,putovanje,viatges,sa pagbiyahe,cestovat,kuyenda,In viaghju,vwayaj,putovati,rejse,cestovanie,potovanje,taisteal,ferðast,viaje,reisimine,bidaia,matkustaa,Voyage,reizgje,siubhal,teithio,viaxe,tafiya,ka hele ana,mus ncig teb chaws,utazás,njem,perjalanan,viaggio,dolan,gerrîn,itinerantur,ceļot,kelionė,reesen,perjalanan,Tsangatsangana,ivvjaġġar,haere,reizen,reise,podróżować,viagem,călătorie,malaga,ho tsamaea,famba,safarka,usafiri,resa,iinditan,paglalakbay,seyahat,sayohat,du lịch,zokuhamba,ajo,travel,,,
produkto,product,produk,produkt,məhsul,məhsul,proizvod,producte,produkto,produkt,mankhwala,prodottu,pwodwi,proizvod,produkt,výrobok,izdelek,táirge,varan,producto,toode,Produktu,tuote,produit,produkt,bathar,cynnyrch,produto,samfurin,huahana,khoom,termék,ngwaahịa,produk,Prodotto,produk,mal,productum,produkts,produktas,Produit,produk,vokatra,prodott,hua,Product,produkt,produkt,produtos,produs,mea e gaosi,sehlahisoa,chigadzirwa,wax soo saarka,bidhaa,produkt,barang,produkto,ürün,mahsulot,sản phẩm,imveliso,ọja,umkhiqizo,,,
sekcio,section,artikel,seksion,bölmə,bölmə,odjeljak,secció,seksyon,sekce,gawo,rùbbrica,seksyon,odjeljak,afsnit,časť,oddelek,alt,kafla,sección,lõik,atala,jakso,section,ôfdieling,earrann,adran,sección,sashe,pauku,seem,szakasz,ngalaba,bagian,sezione,bagean,liq,sectioni,daļa,skyrius,Sektioun,seksyen,faritra,taqsima,wāhanga,sectie,seksjon,Sekcja,seção,secțiune,o le fuaiupu,karolo,chidimbu,qaybta,sehemu,sektion,bagian,seksyon,Bölüm,Bo'lim,phần,icandelo,apakan,ingxenye,,,
imposto,tax,belasting,taksë,vergi,vergi,porez,impost,buhis,daň,msonkho,impositi,taks,porez,skat,daň,davek,cáin,skattur,impuesto,maks,zerga,verottaa,impôt,belesting,cìs,treth,Imposto,haraji,auhau,se,adó,tax,pajak,imposta,tax,bac,tributum,nodoklis,mokestis,Steier,cukai,hetra,taxxa,tāke,belasting,avgift,podatek,imposto,impozit,lāfoga,lekhetho,mutero,canshuurta,Kodi,beskatta,pajeg,buwis,vergi,soliq,Thuế,tax,-ori,intela,,,
flugi,fly,vlieg,fluturoj,uçmaq,uçmaq,letjeti,volar,lupad,létat,kuwuluka,vulari,vole,letjeti,flyve,lietať,letenje,eitilt,fluga,mosca,lendama,hegan,lentää,mouche,fleane,itealaich,hedfan,voar,tashi,lele,ya,légy,ofufe,terbang,volare,fly,mêş,volant,lidot,skristi,fléien,terbang,manidina,fly,rere,vlieg,fly,latać,mosca,a zbura,lele,fofa,nhunzi,duuli,kuruka,flyga,ngapung,lumipad,uçmak,pashsha,bay,fly,fò,fly,,,
haveno,port,hawe,port,port,port,luka,port,port,přístav,doko,u portu,pò,luka,Havn,prístav,port,port,höfn,Puerto,port,portu,portti,Port,haven,port,porthladd,Porto,tashar jiragen ruwa,awa,qhov chaw nres nkoj,kikötő,ọdụ ụgbọ mmiri,Pelabuhan,porta,port,bender,portum,osta,uostas,port,pelabuhan,Port,-port,tauranga,haven,havn,Port,porta,port,tāulaga,koung,poti,dekedda,bandari,hamn,palabuhan,port,Liman,port,Hải cảng,port,ibudo,port,,,
kelka,a few,a paar,pak,bir az,bir az,nekoliko,uns quants,sa pipila ka mga,trochu,pang'ono,un pocu,kelke,nekoliko,nogle få,zopár,nekaj,cúpla,nokkrar,unos pocos,mõni,gutxi batzuk,muutama,quelques,in bytsje,Beagan,ychydig,uns poucos,'yan,i kekahi,ib tug ob peb,néhány,a ole na ole,Beberapa,alcune,sawetara,çend,pauci,daži,keletas,e puer,beberapa,vitsy,ftit,he torutoru,een paar,Noen,kilka,um pouco,câțiva,naʻo sina mea,e seng mekae,zvishoma,wax yaroo,chache,några,saeutik,kunti lang,birkaç,biroz,một vài,ezimbalwa,kan diẹ,ezimbalwa,,,
